Unnamed: 0,user_query,dewey_match,response,routing,risk,risk_note,created_at,email,conversation_id,Accurate?,Notes,Expert review,SheetName,message_id,e,bgColor
1268576.0,Can you straight vote with one mark or do you need to,How do I vote?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">How many times can I vote?</a></div>",suggestion,,,2024-11-05 18:14:37 -0500,,195504.0,,,,11-5-24,,,00000000
1268572.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 18:14:13 -0500,,195510.0,,,,11-5-24,,,00000000
1268565.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 18:13:49 -0500,,195508.0,,,,11-5-24,,,00000000
1268559.0,You are not answering my question.,This doesn't answer my question,"Sorry about that! I probably misunderstood. Can you ask again, rephrased or with a little more detail?",exact,,,2024-11-05 18:13:10 -0500,,195504.0,,,,11-5-24,,,00000000
1268549.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 18:12:20 -0500,,195507.0,,,,11-5-24,,,00000000
1268547.0,Straight voting in Pa. Yes or no,What are we voting for in PA?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">What are we voting for in PA?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What are the rules for mail voting in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Do I need to show ID to vote in Pennsylvania?</a></div>",suggestion,,,2024-11-05 18:12:05 -0500,,195504.0,,,,11-5-24,,,00000000
1268545.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 18:11:59 -0500,,195506.0,,,,11-5-24,,,00000000
1268538.0,Can you straight vote in Pa.,Where do I vote in PA?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Where do I vote in PA?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I vote early in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I vote by mail in Pennsylvania?</a></div>",suggestion,,,2024-11-05 18:11:13 -0500,,195504.0,,,,11-5-24,,,00000000
1268529.0,How to confirm my vote,How can I ensure my vote is counted?,"If you vote with a mail ballot, follow the instructions carefully. Return it to your county election board by mail, in person, or via an official drop box, making sure it arrives by 8 p.m. on Election Day. If you return your mail or absentee ballot, you cannot vote at your polling place on Election Day.",exact,,,2024-11-05 18:10:12 -0500,,195505.0,,,,11-5-24,,,00000000
1268527.0,Can you straight vote in Pennsylvania,Where do I vote in PA?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Where do I vote in PA?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I vote early in Pennsylvania?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">How can I participate in elections in Pennsylvania?</a></div>",suggestion,,,2024-11-05 18:09:59 -0500,,195504.0,,,,11-5-24,,,00000000
1268517.0,"If my registration is inactive, can I still vote at my polling place",Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and haven’t responded to a county notice about their registration. If that’s your status, you can still vote on election day. You’ll just have to sign a form confirming your eligibility when you visit your polling place.",exact,,,2024-11-05 18:06:48 -0500,,195502.0,,,,11-5-24,,,00000000
1268497.0,"Status is inactive, can I still vote?",Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and haven’t responded to a county notice about their registration. If that’s your status, you can still vote on election day. You’ll just have to sign a form confirming your eligibility when you visit your polling place.",exact,,,2024-11-05 18:02:18 -0500,,195499.0,,,,11-5-24,,,00000000
1268489.0,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,2024-11-05 18:01:16 -0500,,195498.0,,,,11-5-24,,,00000000
1268485.0,Which presidential candidate is  leading now,Who’s winning in the polls right now?,"Sites including ""https://projects.fivethirtyeight.com/polls/president-general/2024/national/"" 538, ""https://www.270towin.com/2024-presidential-election-polls/"" 270toWin, and the ""https://www.cookpolitical.com/survey-research/cpr-national-polling-average/2024/harris-trump-overall"" Cook Political Report have the latest information on political polling.",exact,,,2024-11-05 18:00:38 -0500,,195497.0,,,,11-5-24,,,00000000
1268483.0,Which presidential candidate is leading now,Who’s winning in the polls right now?,"Sites including ""https://projects.fivethirtyeight.com/polls/president-general/2024/national/"" 538, ""https://www.270towin.com/2024-presidential-election-polls/"" 270toWin, and the ""https://www.cookpolitical.com/survey-research/cpr-national-polling-average/2024/harris-trump-overall"" Cook Political Report have the latest information on political polling.",exact,,,2024-11-05 17:59:44 -0500,,195497.0,,,,11-5-24,,,00000000
1268475.0,Can I vote if my registration is inactive?,Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and haven’t responded to a county notice about their registration. If that’s your status, you can still vote on election day. You’ll just have to sign a form confirming your eligibility when you visit your polling place.",exact,,,2024-11-05 17:58:43 -0500,,195495.0,,,,11-5-24,,,00000000
1268473.0,What is inactive voter,Can I vote if my registration is inactive?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if my registration is inactive?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What form will I have to sign to vote with inactive status?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Why does my registration status say inactive?</a></div>",suggestion,,,2024-11-05 17:58:37 -0500,,195495.0,,,,11-5-24,,,00000000
1268471.0,How is my signature validated,Is my mail-in signature required to exactly match my voter registration signature with middle initial?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,2024-11-05 17:56:59 -0500,,195494.0,,,,11-5-24,,,00000000
1268469.0,When are votes counted,When will mail in ballots be counted?,"Currently, counties in Pennsylvania are not permitted to begin processing mail ballots until the morning of Election Day. Depending on the number of ballots received, it may take counties more than one day to finish counting.",exact,,,2024-11-05 17:56:37 -0500,,195493.0,,,,11-5-24,,,00000000
1268457.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 17:55:59 -0500,,195491.0,,,,11-5-24,,,00000000
1268455.0,When do polls close,When do the polls close?,"In Pennsylvania, the polls close at 8 p.m. on Election Day. If you are in line before or at the time the polls close, you will still be allowed to cast your vote. It's essential to plan your visit to the polling place accordingly to ensure you have enough time to vote.",exact,,,2024-11-05 17:55:37 -0500,,195490.0,,,,11-5-24,,,00000000
1268438.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 17:51:45 -0500,,195487.0,,,,11-5-24,,,00000000
1268432.0,What time do the polls close,When do the polls close?,"In Pennsylvania, the polls close at 8 p.m. on Election Day. If you are in line before or at the time the polls close, you will still be allowed to cast your vote. It's essential to plan your visit to the polling place accordingly to ensure you have enough time to vote.",exact,,,2024-11-05 17:50:06 -0500,,195486.0,,,,11-5-24,,,00000000
1268419.0,I changed my address but my voter registration isn’t updated. How do I vote?,Can I vote if I moved but haven’t updated my registration?,"If you moved within Pennsylvania less than 30 days before the election, you must vote at the polling place for your old address. If you moved within the commonwealth more than 30 days ago but haven’t yet updated your registration, you can still vote at the polling place for your old address for one election. However, if you have moved from one county to another, you must fill out a form at your polling place with your new address and county. This will allow officials to update your voter registration in both counties after the election, and you will receive a new voter registration card matching your new address. For more details, you can refer to the ""https://www.pa.gov/en/agencies/vote/voter-registration/update-my-registration.html"" “If you move” section of the Pennsylvania Department of State’s website.",exact,,,2024-11-05 17:44:21 -0500,,195461.0,,,,11-5-24,,,00000000
1268413.0,how old is Jill Stein?,Who is Jill Stein?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,2024-11-05 17:43:03 -0500,,195484.0,,,,11-5-24,,,00000000
1268411.0,Who is Jill Stein?,Who is Jill Stein?,"Jill Stein is an American physician and politician. She is the Green Party's nominee for president of the United States in the 2024 election. Read more ""https://ballotpedia.org/Jill_Stein"" here.",exact,,,2024-11-05 17:42:21 -0500,,195484.0,,,,11-5-24,,,00000000
1268408.0,what does jill stein,Who is Jill Stein?,I'm sorry. It looks like I don't have an answer in our archives. I'll pass the question on to the Spotlight PA team as a topic for future reporting.,no_match,,,2024-11-05 17:42:05 -0500,,195484.0,,,,11-5-24,,,00000000
1268407.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 17:42:03 -0500,,195483.0,,,,11-5-24,,,00000000
1268403.0,How do I vote by mail?,How do I vote by mail?,"To vote by mail in Pennsylvania, you need to first apply for a mail-in ballot. The deadline to apply for a mail ballot for the Nov. 5 election was Oct. 29. If you already applied for and received your mail ballot, you have to complete it. Each mail ballot comes with instructions that voters must read carefully. The best way to ensure your vote counts is to follow the instructions on your mail ballot, especially when it comes to correctly dating your ballot. You must return your own ballot, unless you have officially ""https://www.pa.gov/content/dam/copapwp-pagov/en/vote/resources/documents-and-forms/Authorize-Designated-Agent-for-Mail-in-or-Absentee-Ballot.pdf"" designated another person to do so on your behalf. There are several methods for returning your ballot, but the most important thing to remember is that your county election board must receive your ballot by 8 p.m. on Election Day.  If you’re returning your ballot in person, using a drop box, or another designated location, ""https://www.pa.gov/en/agencies/vote/voter-support/mail-in-and-absentee-ballot/return-ballot.html"" you must use a location in your county. If you deliver your ballot to another county, it won’t be counted. After you return your ballot, you can track its status ""https://www.pavoterservices.pa.gov/pages/ballottracking.aspx"" online.",exact,,,2024-11-05 17:41:36 -0500,,195482.0,,,,11-5-24,,,00000000
1268401.0,who is jill stein,Who is Jill Stein?,"Jill Stein is an American physician and politician. She is the Green Party's nominee for president of the United States in the 2024 election. Read more ""https://ballotpedia.org/Jill_Stein"" here.",exact,,,2024-11-05 17:41:31 -0500,,195479.0,,,,11-5-24,,,00000000
1268399.0,Who is Stacy Garrity?,Who is Stacy Garrity?,"Stacy Garrity, a Republican, is Pennsylvania's state treasurer. She is a retired U.S. Army Reserve colonel and a graduate of Bloomsburg University of Pennsylvania. She was deployed three times, earning two Bronze Stars and the Legion of Merit award. Following her military service, Garrity worked at Global Tungsten & Powders as vice president of government affairs and industry liaison. Garrity was elected Pennsylvania state treasurer in 2020 and is running for reelection. In her bid for a second four-year term, she has focused on transparency, pledged to return unclaimed property, and said she wants to reduce wasteful state spending.",exact,,,2024-11-05 17:39:41 -0500,,195479.0,,,,11-5-24,,,00000000
1268397.0,Who is Erin McClelland?,Who is Erin McClelland?,"Erin McClelland is a former small business owner and the Democratic nominee for Pennsylvania treasurer. She won her primary election on April 23, 2024, defeating the party-backed candidate, Ryan Bizzarro. McClelland has previously run for Congress and has experience as a substance abuse counselor and project manager for the Allegheny County Department of Human Services. She will face incumbent Republican Stacy Garrity in the upcoming general election.",exact,,,2024-11-05 17:39:22 -0500,,195479.0,,,,11-5-24,,,00000000
1268395.0,Who is Bob Goodrich?,"Who is Alan ""Bob"" Goodrich?","Alan ""Bob"" Goodrich is the Constitution Party candidate for Pennsylvania auditor general. Goodrich is a Tioga County resident who runs a private Christian school and a 25-year Army veteran who retired as a lieutenant colonel.",exact,,,2024-11-05 17:38:50 -0500,,195479.0,,,,11-5-24,,,00000000
1268393.0,Who is Eric K Anton?,Who is Eric Anton?,"Eric K. Anton, of Dauphin County, is running for Pennsylvania auditor general as a member of the American Solidarity Party. ",exact,,,2024-11-05 17:38:35 -0500,,195479.0,,,,11-5-24,,,00000000
1268390.0,Who is Reece Smith?,Who is Reece Smith?,"Reece Smith is the Libertarian Party candidate for Pennsylvania auditor general. Smith, based in the Pittsburgh suburb of Crafton, is a financial planning intern and a recent graduate of Allegheny College.",exact,,,2024-11-05 17:38:11 -0500,,195479.0,,,,11-5-24,,,00000000
1268389.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 17:38:09 -0500,,195481.0,,,,11-5-24,,,00000000
1268385.0,Who is Malcolm Kenyatta?,Who is Malcolm Kenyatta?,"Malcolm Kenyatta is a state representative from Philadelphia and the Democratic nominee for Pennsylvania auditor general. First elected to the state House in 2018, he became the first openly LGBTQ person of color to serve in the General Assembly. Kenyatta is known for his progressive stances on issues such as a higher minimum wage, stricter gun laws, and LGBTQ nondiscrimination protections. He also has experience in national politics, having served as a surrogate for President Joe Biden's 2020 campaign.",exact,,,2024-11-05 17:37:48 -0500,,195479.0,,,,11-5-24,,,00000000
1268383.0,Who is Tim DeFoor?,Who is Tim DeFoor?,"Tim DeFoor is the current auditor general of Pennsylvania, having taken office in January 2021. DeFoor is the first person of color to win a state row office in Pennsylvania and the first Republican to hold the auditor general position since 1997. He is running for reelection in 2024. In his announcement that he would seek another four years in office, DeFoor said his first term focused on transforming the auditor general’s office in a nonpartisan way, and that his second would center on “ensuring the job gets done.” DeFoor has primarily stuck to the office’s required functions: auditing local pension plans and volunteer firefighters’ relief associations, and making sure county offices and district courts handle state money properly.",exact,,,2024-11-05 17:37:21 -0500,,195479.0,,,,11-5-24,,,00000000
1268377.0,Can I vote on Election Day if I haven't registered yet?,Can I vote on Election Day if I haven't registered yet?,"You cannot vote on Election Day in Pennsylvania if you have not registered to vote. To be eligible, you must register by the deadline, which was Oct. 21 for the Nov. 5 election.",exact,,,2024-11-05 17:33:18 -0500,,195477.0,,,,11-5-24,,,00000000
1268375.0,Can I register and vote in the same day,Can I vote on Election Day if I haven't registered yet?,"<p>I'm checking to see if we're on the same page. Do any of these questions spark something?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote on Election Day if I haven't registered yet?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I vote if I forgot to register?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I still register to vote?</a></div>",suggestion,,,2024-11-05 17:33:03 -0500,,195477.0,,,,11-5-24,,,00000000
1268371.0,can you still vote if you listed as inactive?,Can I vote if my registration is inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and haven’t responded to a county notice about their registration. If that’s your status, you can still vote on election day. You’ll just have to sign a form confirming your eligibility when you visit your polling place.",exact,,,2024-11-05 17:32:33 -0500,,195476.0,,,,11-5-24,,,00000000
1268369.0,I made a mistake in filling out my ballot. What do I do?,I made a mistake in filling out my ballot. What do I do?,"Counties have different policies regarding mail ballots, so it's important to contact ""https://www.pa.gov/en/agencies/vote/contact-us/contact-your-election-officials.html#sortCriteria=%40copapwptitle%20ascending"" your county election office for specifics. If you make a mistake when filling out your ballot, your county election office may issue a replacement ballot.",exact,,,2024-11-05 17:32:20 -0500,,195474.0,,,,11-5-24,,,00000000
1268367.0,What are the statewide races in Pennsylvania?,What statewide races are happening in PA this year?,"Pennsylvanians statewide will vote in races for president, U.S. Senate, and row offices (attorney general, auditor general, and treasurer). In addition, all voters will see candidates for the U.S. House and Pennsylvania House. Depending on where they live, some voters will also see races for state Senate.",exact,,,2024-11-05 17:32:15 -0500,,195475.0,,,,11-5-24,,,00000000
1268365.0,I forgot to sign my ballot,I made a mistake in filling out my ballot. What do I do?,"<p>Let's make sure you get the resources you need. Do one of these questions resonate?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">I made a mistake in filling out my ballot. What do I do?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">I made a mistake on my ballot envelope. What do I do?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">I lost my mail ballot. What do I do?</a></div>",suggestion,,,2024-11-05 17:32:09 -0500,,195474.0,,,,11-5-24,,,00000000
1268357.0,Who is running for attorney general?,Who is running for attorney general?,"In the upcoming election for Pennsylvania attorney general, Democrat Eugene DePasquale and Republican Dave Sunday will face third-party candidates Robert Cowburn of the Libertarian Party, Justin L. Magill of the Constitution Party, Eric L. Settle of the Forward Party, and Richard L. Weiss of the Green Party. Take our ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" PA attorney general candidate quiz to see which major party candidate for Pennsylvania attorney general most closely aligns with what matters to you.",exact,,,2024-11-05 17:31:13 -0500,,195473.0,,,,11-5-24,,,00000000
1268353.0,My status is inactive,Why does my registration status say inactive?,"If your voter registration is marked as inactive, you can still vote. A voter is marked inactive if they have not voted for two consecutive federal election cycles and haven’t responded to a county notice about their registration. If that’s your status, you can still vote on election day. You’ll just have to sign a form confirming your eligibility when you visit your polling place.",exact,,,2024-11-05 17:30:32 -0500,,195471.0,,,,11-5-24,,,00000000
1268350.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 17:30:30 -0500,,195470.0,,,,11-5-24,,,00000000
1268347.0,What time does the polls close,When do the polls close?,"In Pennsylvania, the polls close at 8 p.m. on Election Day. If you are in line before or at the time the polls close, you will still be allowed to cast your vote. It's essential to plan your visit to the polling place accordingly to ensure you have enough time to vote.",exact,,,2024-11-05 17:29:52 -0500,,195469.0,,,,11-5-24,,,00000000
1268345.0,How late are polls open,When do the polls close?,"In Pennsylvania, the polls close at 8 p.m. on Election Day. If you are in line before or at the time the polls close, you will still be allowed to cast your vote. It's essential to plan your visit to the polling place accordingly to ensure you have enough time to vote.",exact,,,2024-11-05 17:29:34 -0500,,195468.0,,,,11-5-24,,,00000000
1268341.0,Do I sign my voter identification card,Do I have to bring anything other than my ID to vote?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Do I have to bring anything other than my ID to vote?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What do I do if I lose my voter registration card?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">What identification do I need to bring to vote in person?</a></div>",suggestion,,,2024-11-05 17:29:07 -0500,,195466.0,,,,11-5-24,,,00000000
1268339.0,How do I check my voter registration?,How do I check my voter registration?,"To check your voter registration in Pennsylvania, you can visit the ""https://www.pavoterservices.pa.gov/pages/voterregistrationstatus.aspx"" Department of State's website. There, you can look up your status by name or driver's license / PennDOT ID number. If you have questions or encounter problems, you can also call the Department of State's hotline at 1-877-VOTESPA.",exact,,,2024-11-05 17:24:30 -0500,,195465.0,,,,11-5-24,,,00000000
1268335.0,Who should I vote for to protect abortion rights in Pennsylvania?,Who should I vote for to protect abortion rights in Pennsylvania?,"You can learn about where the Pennsylvania ""https://www.spotlightpa.org/news/2024/09/pennsylvania-election-2024-attorney-general-candidates-eugene-depasquale-dave-sunday/"" attorney general candidates stand on access to abortion in ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-abortion-eugene-depasquale-dave-sunday/"" our guide. If you're unsure about who to vote for in the attorney general race, you can take Spotlight PA's ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-attorney-general-candidates-quiz/"" AG quiz to help you determine which candidate best aligns with your values.",exact,,,2024-11-05 17:22:56 -0500,,195463.0,,,,11-5-24,,,00000000
1268331.0,Who are the candidates running for state senate in my district?,Who are the candidates running for state senate in my district?,"Pennsylvania has 50 state Senate districts, each with its own candidates. Elections for these seats take place every even-numbered year, but not all seats are up for election at the same time. In presidential election years like 2024, senators in odd-numbered districts are on the ballot. Use ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" Spotlight PA's sample ballot to see the candidates in your district. See a full list of candidates ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-house-senate-full-list-candidates/"" here.",exact,,,2024-11-05 17:22:10 -0500,,195456.0,,,,11-5-24,,,00000000
1268328.0,Can I check my ballot after voting in person,Can I view my own ballot once it is mailed?,"<p>I want to make sure I get this right and that I understand what you need. Do any of these questions strike a chord?</p><div class=""suggested-questions"">- <a href='#' data-action=""click->chat--suggested-input#insert"">Can I view my own ballot once it is mailed?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">If I received a mail in ballot, can I still vote in person?</a><br>- <a href='#' data-action=""click->chat--suggested-input#insert"">I have filled out my mail-in ballot can I still do an in person ballot?</a></div>",suggestion,,,2024-11-05 17:21:47 -0500,,195459.0,,,,11-5-24,,,00000000
1268327.0,Who are the candidates running for state senate in my district?,Who are the candidates running for state senate in my district?,"Pennsylvania has 50 state Senate districts, each with its own candidates. Elections for these seats take place every even-numbered year, but not all seats are up for election at the same time. In presidential election years like 2024, senators in odd-numbered districts are on the ballot. Use ""https://www.spotlightpa.org/news/2024/09/pennsylvania-pennsylvania-ballot-sample-election-2024/"" Spotlight PA's sample ballot to see the candidates in your district. See a full list of candidates ""https://www.spotlightpa.org/news/2024/10/pennsylvania-election-2024-house-senate-full-list-candidates/"" here.",exact,,,2024-11-05 17:21:47 -0500,,195456.0,,,,11-5-24,,,00000000
1268321.0,No,No,Sorry about that. Can you rephrase to ask your question again?,exact,,,2024-11-05 17:21:12 -0500,,195459.0,,,,11-5-24,,,00000000
